[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #403] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 96,25]; Defender #1: [DIR: 1; POS: 96,68]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #404] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 96,24]; Defender #1: [DIR: 1; POS: 97,68]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #405] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 96,23]; Defender #1: [DIR: 1; POS: 98,68]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #406] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 96,22]; Defender #1: [DIR: 1; POS: 99,68]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #407] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 96,21]; Defender #1: [DIR: 1; POS: 100,68]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #408] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 96,20]; Defender #1: [DIR: 1; POS: 101,68]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #409] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 96,19]; Defender #1: [DIR: 1; POS: 102,68]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #410] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 96,18]; Defender #1: [DIR: 1; POS: 103,68]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #411] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 96,17]; Defender #1: [DIR: 1; POS: 104,68]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #412] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 1; POS: 96,16]; Defender #1: [DIR: 1; POS: 105,68]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #413] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 1; POS: 97,16]; Defender #1: [DIR: 1; POS: 106,68]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #414] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 1; POS: 98,16]; Defender #1: [DIR: 1; POS: 107,68]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #415] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 1; POS: 99,16]; Defender #1: [DIR: 1; POS: 108,68]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #416] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 1; POS: 100,16]; Defender #1: [DIR: 1; POS: 0,68]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #417] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 1; POS: 101,16]; Defender #1: [DIR: 1; POS: 1,68]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #418] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 1; POS: 102,16]; Defender #1: [DIR: 1; POS: 2,68]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #419] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 1; POS: 103,16]; Defender #1: [DIR: 1; POS: 3,68]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #420] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,16]; Defender #1: [DIR: 1; POS: 4,68]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #421] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,15]; Defender #1: [DIR: 1; POS: 5,68]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #422] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,14]; Defender #1: [DIR: 1; POS: 6,68]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #423] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,13]; Defender #1: [DIR: 1; POS: 7,68]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #424] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,12]; Defender #1: [DIR: 1; POS: 8,68]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #425] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,11]; Defender #1: [DIR: 1; POS: 9,68]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #426] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,10]; Defender #1: [DIR: 1; POS: 10,68]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #427] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,9]; Defender #1: [DIR: 1; POS: 11,68]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #428] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,8]; Defender #1: [DIR: 2; POS: 12,68]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #429] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,7]; Defender #1: [DIR: 2; POS: 12,69]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #430] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 104,6]; Defender #1: [DIR: 2; POS: 12,70]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #431] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 0; POS: 104,5]; Defender #1: [DIR: 2; POS: 12,71]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #432] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 104,4]; Defender #1: [DIR: 2; POS: 12,72]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #433] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 103,4]; Defender #1: [DIR: 2; POS: 12,73]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #434] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 102,4]; Defender #1: [DIR: 2; POS: 12,74]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #435] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 101,4]; Defender #1: [DIR: 2; POS: 12,75]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #436] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 100,4]; Defender #1: [DIR: 2; POS: 12,76]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #437] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 99,4]; Defender #1: [DIR: 2; POS: 12,77]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #438] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 98,4]; Defender #1: [DIR: 2; POS: 12,78]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #439] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 97,4]; Defender #1: [DIR: 2; POS: 12,79]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #440] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 96,4]; Defender #1: [DIR: 2; POS: 12,80]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #441] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 95,4]; Defender #1: [DIR: 2; POS: 12,81]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #442] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 94,4]; Defender #1: [DIR: 2; POS: 12,82]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 2; POS: 96,67]; 
[Tick #443] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 93,4]; Defender #1: [DIR: 2; POS: 12,83]; Defender #2: [DIR: 2; POS: 12,88]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #444] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 92,4]; Defender #1: [DIR: 2; POS: 12,84]; Defender #2: [DIR: 2; POS: 12,89]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #445] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 91,4]; Defender #1: [DIR: 2; POS: 12,85]; Defender #2: [DIR: 2; POS: 12,90]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #446] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 90,4]; Defender #1: [DIR: 2; POS: 12,86]; Defender #2: [DIR: 2; POS: 12,91]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #447] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 89,4]; Defender #1: [DIR: 2; POS: 12,87]; Defender #2: [DIR: 3; POS: 12,92]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #448] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 88,4]; Defender #1: [DIR: 2; POS: 12,88]; Defender #2: [DIR: 3; POS: 11,92]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #449] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 87,4]; Defender #1: [DIR: 2; POS: 12,89]; Defender #2: [DIR: 3; POS: 10,92]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #450] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 3; POS: 86,4]; Defender #1: [DIR: 2; POS: 12,90]; Defender #2: [DIR: 3; POS: 9,92]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #451] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 3; POS: 85,4]; Defender #1: [DIR: 2; POS: 12,91]; Defender #2: [DIR: 3; POS: 8,92]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #452] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 2; POS: 84,4]; Defender #1: [DIR: 3; POS: 12,92]; Defender #2: [DIR: 3; POS: 7,92]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #453] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 2; POS: 84,5]; Defender #1: [DIR: 3; POS: 11,92]; Defender #2: [DIR: 3; POS: 6,92]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #454] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 2; POS: 84,6]; Defender #1: [DIR: 3; POS: 10,92]; Defender #2: [DIR: 3; POS: 5,92]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #455] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 2; POS: 84,7]; Defender #1: [DIR: 3; POS: 9,92]; Defender #2: [DIR: 2; POS: 4,92]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #456] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 2; POS: 84,8]; Defender #1: [DIR: 3; POS: 8,92]; Defender #2: [DIR: 2; POS: 4,93]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #457] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 2; POS: 84,9]; Defender #1: [DIR: 3; POS: 7,92]; Defender #2: [DIR: 2; POS: 4,94]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #458] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 2; POS: 84,10]; Defender #1: [DIR: 3; POS: 6,92]; Defender #2: [DIR: 2; POS: 4,95]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #459] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 2; POS: 84,11]; Defender #1: [DIR: 3; POS: 5,92]; Defender #2: [DIR: 2; POS: 4,96]; Defender #3: [DIR: 2; POS: 96,84]; 
[Tick #460] Attacker: [DIR: 2; POS: 4,104]; Defender #0: [DIR: 2; POS: 84,12]; Defender #1: [DIR: 2; POS: 4,92]; Defender #2: [DIR: 2; POS: 4,97]; Defender #3: [DIR: 2; POS: 96,85]; 
[Tick #461] Attacker: [DIR: 2; POS: 4,105]; Defender #0: [DIR: 2; POS: 84,13]; Defender #1: [DIR: 2; POS: 4,93]; Defender #2: [DIR: 2; POS: 4,98]; Defender #3: [DIR: 2; POS: 96,86]; 
[Tick #462] Attacker: [DIR: 2; POS: 4,106]; Defender #0: [DIR: 2; POS: 84,14]; Defender #1: [DIR: 2; POS: 4,94]; Defender #2: [DIR: 2; POS: 4,99]; Defender #3: [DIR: 2; POS: 96,87]; 
[Tick #463] Attacker: [DIR: 2; POS: 4,107]; Defender #0: [DIR: 2; POS: 84,15]; Defender #1: [DIR: 2; POS: 4,95]; Defender #2: [DIR: 2; POS: 4,100]; Defender #3: [DIR: 2; POS: 96,88]; 
[Tick #464] Attacker: [DIR: 0; POS: 4,108]; Defender #0: [DIR: 0; POS: 84,14]; Defender #1: [DIR: 0; POS: 4,94]; Defender #2: [DIR: 0; POS: 4,99]; Defender #3: [DIR: 0; POS: 96,87]; 
[Tick #465] Attacker: [DIR: 0; POS: 4,107]; Defender #0: [DIR: 0; POS: 84,13]; Defender #1: [DIR: 0; POS: 4,93]; Defender #2: [DIR: 0; POS: 4,98]; Defender #3: [DIR: 0; POS: 96,86]; 
[Tick #466] Attacker: [DIR: 0; POS: 4,106]; Defender #0: [DIR: 0; POS: 84,13]; Defender #1: [DIR: 0; POS: 4,93]; Defender #2: [DIR: 0; POS: 4,98]; Defender #3: [DIR: 0; POS: 96,86]; 
[Tick #467] Attacker: [DIR: 0; POS: 4,105]; Defender #0: [DIR: 0; POS: 84,12]; Defender #1: [DIR: 1; POS: 4,92]; Defender #2: [DIR: 0; POS: 4,97]; Defender #3: [DIR: 0; POS: 96,85]; 
[Tick #468] Attacker: [DIR: 0; POS: 4,104]; Defender #0: [DIR: 0; POS: 84,12]; Defender #1: [DIR: 1; POS: 4,92]; Defender #2: [DIR: 0; POS: 4,97]; Defender #3: [DIR: 0; POS: 96,85]; 
[Tick #469] Attacker: [DIR: 0; POS: 4,103]; Defender #0: [DIR: 0; POS: 84,11]; Defender #1: [DIR: 1; POS: 5,92]; Defender #2: [DIR: 0; POS: 4,96]; Defender #3: [DIR: 0; POS: 96,84]; 
[Tick #470] Attacker: [DIR: 0; POS: 4,102]; Defender #0: [DIR: 0; POS: 84,11]; Defender #1: [DIR: 1; POS: 5,92]; Defender #2: [DIR: 0; POS: 4,96]; Defender #3: [DIR: 0; POS: 96,84]; 
[Tick #471] Attacker: [DIR: 0; POS: 4,101]; Defender #0: [DIR: 0; POS: 84,10]; Defender #1: [DIR: 1; POS: 6,92]; Defender #2: [DIR: 0; POS: 4,95]; Defender #3: [DIR: 0; POS: 96,83]; 
[Tick #472] Attacker: [DIR: 0; POS: 4,100]; Defender #0: [DIR: 0; POS: 84,10]; Defender #1: [DIR: 1; POS: 6,92]; Defender #2: [DIR: 0; POS: 4,95]; Defender #3: [DIR: 0; POS: 96,83]; 
[Tick #473] Attacker: [DIR: 0; POS: 4,99]; Defender #0: [DIR: 0; POS: 84,9]; Defender #1: [DIR: 1; POS: 7,92]; Defender #2: [DIR: 0; POS: 4,94]; Defender #3: [DIR: 0; POS: 96,82]; 
[Tick #474] Attacker: [DIR: 0; POS: 4,98]; Defender #0: [DIR: 0; POS: 84,9]; Defender #1: [DIR: 1; POS: 7,92]; Defender #2: [DIR: 0; POS: 4,94]; Defender #3: [DIR: 0; POS: 96,82]; 
[Tick #475] Attacker: [DIR: 0; POS: 4,97]; Defender #0: [DIR: 0; POS: 84,8]; Defender #1: [DIR: 1; POS: 8,92]; Defender #2: [DIR: 0; POS: 4,93]; Defender #3: [DIR: 0; POS: 96,81]; 
[Tick #476] Attacker: [DIR: 0; POS: 4,96]; Defender #0: [DIR: 0; POS: 84,8]; Defender #1: [DIR: 1; POS: 8,92]; Defender #2: [DIR: 0; POS: 4,93]; Defender #3: [DIR: 0; POS: 96,81]; 
[Tick #477] Attacker: [DIR: 0; POS: 4,95]; Defender #0: [DIR: 0; POS: 84,7]; Defender #1: [DIR: 1; POS: 9,92]; Defender #2: [DIR: 1; POS: 4,92]; Defender #3: [DIR: 0; POS: 96,80]; 
[Tick #478] Attacker: [DIR: 2; POS: 4,94]; Defender #0: [DIR: 0; POS: 84,7]; Defender #1: [DIR: 1; POS: 9,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,80]; 
[Tick #479] Attacker: [DIR: 2; POS: 4,95]; Defender #0: [DIR: 0; POS: 84,6]; Defender #1: [DIR: 1; POS: 10,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,79]; 
[Tick #480] Attacker: [DIR: 2; POS: 4,96]; Defender #0: [DIR: 0; POS: 84,6]; Defender #1: [DIR: 1; POS: 10,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,79]; 
[Tick #481] Attacker: [DIR: 2; POS: 4,97]; Defender #0: [DIR: 0; POS: 84,5]; Defender #1: [DIR: 1; POS: 11,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,78]; 
[Tick #482] Attacker: [DIR: 2; POS: 4,98]; Defender #0: [DIR: 0; POS: 84,5]; Defender #1: [DIR: 1; POS: 11,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,78]; 
[Tick #483] Attacker: [DIR: 2; POS: 4,99]; Defender #0: [DIR: 1; POS: 84,4]; Defender #1: [DIR: 0; POS: 12,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,77]; 
[Tick #484] Attacker: [DIR: 2; POS: 4,100]; Defender #0: [DIR: 1; POS: 84,4]; Defender #1: [DIR: 0; POS: 12,92]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,77]; 
[Tick #485] Attacker: [DIR: 2; POS: 4,101]; Defender #0: [DIR: 1; POS: 85,4]; Defender #1: [DIR: 0; POS: 12,91]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,76]; 
[Tick #486] Attacker: [DIR: 2; POS: 4,102]; Defender #0: [DIR: 1; POS: 85,4]; Defender #1: [DIR: 0; POS: 12,91]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,76]; 
[Tick #487] Attacker: [DIR: 2; POS: 4,103]; Defender #0: [DIR: 1; POS: 86,4]; Defender #1: [DIR: 0; POS: 12,90]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,75]; 
[Tick #488] Attacker: [DIR: 2; POS: 4,104]; Defender #0: [DIR: 1; POS: 86,4]; Defender #1: [DIR: 0; POS: 12,90]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,75]; 
[Tick #489] Attacker: [DIR: 2; POS: 4,105]; Defender #0: [DIR: 1; POS: 87,4]; Defender #1: [DIR: 0; POS: 12,89]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,74]; 
[Tick #490] Attacker: [DIR: 2; POS: 4,106]; Defender #0: [DIR: 1; POS: 87,4]; Defender #1: [DIR: 0; POS: 12,89]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,74]; 
[Tick #491] Attacker: [DIR: 2; POS: 4,107]; Defender #0: [DIR: 1; POS: 88,4]; Defender #1: [DIR: 0; POS: 12,88]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,73]; 
[Tick #492] Attacker: [DIR: 2; POS: 4,108]; Defender #0: [DIR: 1; POS: 88,4]; Defender #1: [DIR: 0; POS: 12,88]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,73]; 
[Tick #493] Attacker: [DIR: 2; POS: 4,109]; Defender #0: [DIR: 1; POS: 89,4]; Defender #1: [DIR: 0; POS: 12,87]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,72]; 
[Tick #494] Attacker: [DIR: 2; POS: 4,110]; Defender #0: [DIR: 1; POS: 89,4]; Defender #1: [DIR: 0; POS: 12,87]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,72]; 
[Tick #495] Attacker: [DIR: 2; POS: 4,111]; Defender #0: [DIR: 1; POS: 90,4]; Defender #1: [DIR: 0; POS: 12,86]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,71]; 
[Tick #496] Attacker: [DIR: 2; POS: 4,112]; Defender #0: [DIR: 1; POS: 90,4]; Defender #1: [DIR: 0; POS: 12,86]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,71]; 
[Tick #497] Attacker: [DIR: 2; POS: 4,113]; Defender #0: [DIR: 1; POS: 91,4]; Defender #1: [DIR: 0; POS: 12,85]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,70]; 
[Tick #498] Attacker: [DIR: 2; POS: 4,114]; Defender #0: [DIR: 1; POS: 91,4]; Defender #1: [DIR: 0; POS: 12,85]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,70]; 
[Tick #499] Attacker: [DIR: 2; POS: 4,115]; Defender #0: [DIR: 1; POS: 92,4]; Defender #1: [DIR: 0; POS: 12,84]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,69]; 
[Tick #500] Attacker: [DIR: 1; POS: 4,116]; Defender #0: [DIR: 1; POS: 92,4]; Defender #1: [DIR: 0; POS: 12,84]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,69]; 
[Tick #501] Attacker: [DIR: 1; POS: 5,116]; Defender #0: [DIR: 1; POS: 93,4]; Defender #1: [DIR: 0; POS: 12,83]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #502] Attacker: [DIR: 1; POS: 6,116]; Defender #0: [DIR: 1; POS: 93,4]; Defender #1: [DIR: 0; POS: 12,83]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #503] Attacker: [DIR: 1; POS: 7,116]; Defender #0: [DIR: 1; POS: 94,4]; Defender #1: [DIR: 0; POS: 12,82]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #504] Attacker: [DIR: 1; POS: 8,116]; Defender #0: [DIR: 1; POS: 94,4]; Defender #1: [DIR: 0; POS: 12,82]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #505] Attacker: [DIR: 1; POS: 9,116]; Defender #0: [DIR: 1; POS: 95,4]; Defender #1: [DIR: 0; POS: 12,81]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #506] Attacker: [DIR: 1; POS: 10,116]; Defender #0: [DIR: 1; POS: 95,4]; Defender #1: [DIR: 0; POS: 12,81]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #507] Attacker: [DIR: 1; POS: 11,116]; Defender #0: [DIR: 1; POS: 96,4]; Defender #1: [DIR: 0; POS: 12,80]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #508] Attacker: [DIR: 1; POS: 12,116]; Defender #0: [DIR: 1; POS: 96,4]; Defender #1: [DIR: 0; POS: 12,80]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,65]; 
[Tick #509] Attacker: [DIR: 1; POS: 13,116]; Defender #0: [DIR: 1; POS: 97,4]; Defender #1: [DIR: 0; POS: 12,79]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #510] Attacker: [DIR: 1; POS: 14,116]; Defender #0: [DIR: 1; POS: 97,4]; Defender #1: [DIR: 0; POS: 12,79]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,64]; 
[Tick #511] Attacker: [DIR: 1; POS: 15,116]; Defender #0: [DIR: 1; POS: 98,4]; Defender #1: [DIR: 0; POS: 12,78]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #512] Attacker: [DIR: 1; POS: 16,116]; Defender #0: [DIR: 1; POS: 98,4]; Defender #1: [DIR: 0; POS: 12,78]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,63]; 
[Tick #513] Attacker: [DIR: 1; POS: 17,116]; Defender #0: [DIR: 1; POS: 99,4]; Defender #1: [DIR: 0; POS: 12,77]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,62]; 
[Tick #514] Attacker: [DIR: 1; POS: 18,116]; Defender #0: [DIR: 1; POS: 99,4]; Defender #1: [DIR: 0; POS: 12,77]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 0; POS: 96,62]; 
